Trained Samples, Block Average Training Error
361500,0.134512965
361750,0.04748708
362000,0.120631429
362250,0.021184344
362500,0.082106808
362750,0.019795746
363000,0.056598718
363250,0.040120856
363500,0.038851143
363750,0.11910659
364000,0.055863753
364250,0.109921657
364500,0.098629942
364750,0.060410709
365000,0.133935377
365250,0.04524243
365500,0.084311071
365750,0.072201408
366000,0.096586705
366250,0.164295606
366500,0.080850908
366750,0.077382678
367000,0.096768306
367250,0.111759423
367500,0.05264858
367750,0.125857762
368000,0.03972515
368250,0.04851081
368500,0.039111052
368750,0.089632183
369000,0.089264631
369250,0.0826942
369500,0.03657659
369750,0.040216438
370000,0.077092914
370250,0.079345559
370500,0.098829045
370750,0.050506473
371000,0.049942583
371250,0.066472764
371500,0.091943588
371750,0.043864171
372000,0.040439988
372250,0.037823923
372500,0.09705404
372750,0.070051204
373000,0.055926787
373250,0.094597793
373500,0.157075718
373750,0.119226931
374000,0.063642023
374250,0.106249782
374500,0.056359319
374750,0.083533956
375000,0.056201717
375250,0.036992557
375500,0.089610126
375750,0.10168744
376000,0.078166102
376250,0.048168259
376500,0.121836142
376750,0.01501219
377000,0.075108448
377250,0.107630532
377500,0.056569458
377750,0.039345112
378000,0.084126326
378250,0.01920737
378500,0.056104149
378750,0.134043501
379000,0.0685763
379250,0.039061205
379500,0.03516759
379750,0.098086385
380000,0.086901331
380250,0.056020369
380500,0.120281471
380750,0.077119842
381000,0.084059865
381250,0.03357574
381500,0.115765375
381750,0.095438438
382000,0.103353183
382250,0.032507298
382500,0.049968423
382750,0.088751162
383000,0.077968805
383250,0.0448631
383500,0.07563174
383750,0.046872138
384000,0.077257862
384250,0.038377243
384500,0.080766096
384750,0.0532556
385000,0.089483846
385250,0.057465222
385500,0.055570684
385750,0.085862916
386000,0.062918514
386250,0.023662107
386500,0.023728009
386750,0.133078011
