Trained Samples, Block Average Training Error
146000,0.135979438
146250,0.115365755
146500,0.086175987
146750,0.233504154
147000,0.165987917
147250,0.138379154
147500,0.078344801
147750,0.136319379
148000,0.061771374
148250,0.079729439
148500,0.151811877
148750,0.239649922
149000,0.132296923
149250,0.159121494
149500,0.134118665
149750,0.143142193
150000,0.096457866
150250,0.084550599
150500,0.11972451
150750,0.19912367
151000,0.125102025
151250,0.112904925
151500,0.096582516
151750,0.087742562
152000,0.20422367
152250,0.148386206
152500,0.125913379
152750,0.133184957
153000,0.147520857
153250,0.145699566
153500,0.118843122
153750,0.068506281
154000,0.137517043
154250,0.128367499
154500,0.147488022
154750,0.133996566
155000,0.19437038
155250,0.090588917
155500,0.129874388
155750,0.126280475
156000,0.093032412
156250,0.098016518
156500,0.163079985
156750,0.086667347
157000,0.103454714
157250,0.120035048
157500,0.119409424
157750,0.135245661
158000,0.121264013
158250,0.135203943
158500,0.034121157
158750,0.122110162
159000,0.097232423
159250,0.05619689
159500,0.250747367
159750,0.138306538
160000,0.073269642
160250,0.125569421
160500,0.236313242
160750,0.218946951
161000,0.140499102
161250,0.12719309
161500,0.209170173
161750,0.094326446
162000,0.09637757
162250,0.128771458
162500,0.090451512
162750,0.125678611
163000,0.222408805
163250,0.220701959
163500,0.099466119
163750,0.098216051
164000,0.113184643
164250,0.111686281
164500,0.18644943
164750,0.143213314
165000,0.081632365
165250,0.126766755
165500,0.088345922
165750,0.170132681
166000,0.106910669
166250,0.240914346
166500,0.192945211
166750,0.11660566
167000,0.083486457
167250,0.21129962
167500,0.222288285
167750,0.123994764
168000,0.142263795
168250,0.125756425
168500,0.13812173
168750,0.072387188
169000,0.113053825
169250,0.144458798
169500,0.100118644
169750,0.198695399
170000,0.086095604
170250,0.155379327
170500,0.186756512
170750,0.072107505
171000,0.105067054
171250,0.127114573
171500,0.043223761
171750,0.111283878
172000,0.178473114
172250,0.172431677
172500,0.111360628
172750,0.195377869
173000,0.15835042
173250,0.040536131
173500,0.087387359
173750,0.127550804
174000,0.126539878
174250,0.139611565
174500,0.127312078
174750,0.110396523
175000,0.162965939
175250,0.081582414
175500,0.124549145
175750,0.08781395
176000,0.123707293
176250,0.160719201
176500,0.155660852
176750,0.056181706
177000,0.10393974
177250,0.14500594
177500,0.10078513
177750,0.129800585
178000,0.136164286
178250,0.075907393
178500,0.077572209
178750,0.120373008
179000,0.129544716
179250,0.123938014
179500,0.142581603
179750,0.104817261
180000,0.131073412
180250,0.121217355
180500,0.085087367
180750,0.121730675
181000,0.105090264
181250,0.137127669
181500,0.113981377
181750,0.102555782
182000,0.148295689
182250,0.134133177
182500,0.14532227
182750,0.13015125
183000,0.121389429
183250,0.187460316
183500,0.109054811
183750,0.132103854
184000,0.039227966
184250,0.126660699
184500,0.148497879
184750,0.127910404
185000,0.148711147
185250,0.185591954
185500,0.126521881
185750,0.122595946
186000,0.127048232
186250,0.079254221
186500,0.142317024
186750,0.189526117
187000,0.082046428
187250,0.150651934
187500,0.105913041
187750,0.068625599
188000,0.153245589
188250,0.096863361
188500,0.136920275
188750,0.111805109
189000,0.162232392
189250,0.118861886
189500,0.149145779
189750,0.10961045
190000,0.112221985
190250,0.1041138
190500,0.144759122
190750,0.101346737
191000,0.083689343
191250,0.166491362
191500,0.141266952
191750,0.126713236
192000,0.191485724
192250,0.139439749
192500,0.114200312
192750,0.21060996
193000,0.148630666
193250,0.073178473
193500,0.09587544
193750,0.129287659
194000,0.128715387
194250,0.125268626
194500,0.118106219
194750,0.120160422
195000,0.144370335
195250,0.094722593
195500,0.129122646
195750,0.075804588
196000,0.047862305
196250,0.163242364
196500,0.104594356
196750,0.162966948
197000,0.183370693
197250,0.133382004
197500,0.075325302
197750,0.121267979
198000,0.128530327
198250,0.132005518
198500,0.126784252
198750,0.1457904
199000,0.132324144
199250,0.122357975
199500,0.101089647
199750,0.082960312
200000,0.104555808
200250,0.112319247
200500,0.123987815
200750,0.07977828
201000,0.098421727
201250,0.1236726
201500,0.119555242
201750,0.142514221
202000,0.121721649
202250,0.139288412
202500,0.192670908
202750,0.144036283
203000,0.097699872
203250,0.084873681
203500,0.141864058
203750,0.155557936
204000,0.070920442
204250,0.067146386
204500,0.087979923
204750,0.116107125
205000,0.11986568
205250,0.140076549
205500,0.145060845
205750,0.113512219
206000,0.138832745
206250,0.10687597
206500,0.087487652
206750,0.181439613
207000,0.19833619
207250,0.09865561
207500,0.042660729
207750,0.155174053
208000,0.072240589
208250,0.036796596
208500,0.145950314
208750,0.160850498
209000,0.133116353
209250,0.146223322
209500,0.110155309
209750,0.090661243
210000,0.122271032
210250,0.071191073
210500,0.053041166
210750,0.217626459
211000,0.180213862
211250,0.13400161
211500,0.103214656
211750,0.123718494
212000,0.197183542
212250,0.153496511
212500,0.176418849
212750,0.132091635
213000,0.146719983
