Trained Samples, Block Average Training Error
240750,0.025155044
241000,0.062167985
241250,0.037651897
241500,0.089606482
241750,0.052937843
242000,0.122489819
242250,0.034673899
242500,0.047567537
242750,0.064541867
243000,0.05238347
243250,0.056448925
243500,0.052930376
243750,0.131243908
244000,0.055801262
244250,0.086512865
244500,0.07645051
244750,0.040717873
245000,0.064971733
245250,0.071273656
245500,0.072903944
245750,0.074033209
246000,0.060625265
246250,0.039886853
246500,0.041779958
246750,0.110207783
247000,0.02424766
247250,0.046607163
247500,0.044940708
247750,0.088346635
248000,0.116466561
248250,0.059780035
248500,0.094144105
248750,0.074684375
249000,0.065827799
249250,0.024419107
249500,0.076475763
249750,0.108906055
250000,0.045458195
250250,0.038449495
250500,0.048115953
250750,0.063531455
251000,0.047723494
251250,0.070580243
251500,0.039685321
251750,0.063785178
252000,0.068448903
252250,0.105396396
252500,0.081051891
252750,0.08230169
253000,0.067529064
253250,0.097453655
253500,0.030915788
253750,0.027095772
254000,0.04741241
254250,0.024615973
254500,0.01295187
254750,0.038251371
255000,0.03182069
255250,0.03554595
255500,0.042341339
255750,0.064928776
256000,0.15132382
256250,0.087377399
256500,0.061108204
256750,0.175102934
257000,0.06178505
257250,0.082127911
257500,0.122078012
257750,0.085835139
258000,0.053841684
258250,0.053065086
258500,0.07824171
258750,0.117152537
259000,0.017947111
259250,0.090676407
259500,0.086178528
259750,0.023391418
260000,0.082430039
260250,0.090389181
260500,0.091245292
260750,0.069420399
261000,0.205141184
261250,0.045884818
261500,0.101080402
261750,0.082988046
262000,0.067794259
262250,0.046863259
262500,0.095967583
262750,0.04465495
263000,0.10470154
263250,0.105018553
263500,0.068233182
263750,0.038184639
264000,0.090912185
264250,0.016311759
264500,0.099251639
264750,0.145294197
265000,0.142444311
265250,0.104832743
265500,0.047727445
265750,0.019616828
266000,0.062664994
266250,0.039091192
266500,0.096388817
266750,0.060724239
267000,0.066193623
267250,0.062552595
267500,0.035112448
267750,0.037332159
268000,0.038598918
268250,0.054141216
268500,0.07775456
268750,0.064408779
269000,0.109431491
269250,0.086007619
269500,0.019739792
269750,0.078776008
270000,0.020852404
270250,0.024937041
270500,0.046947341
270750,0.053081239
271000,0.145522858
271250,0.066536455
271500,0.143676626
271750,0.033378091
272000,0.054495399
272250,0.101058895
272500,0.08959418
272750,0.092403474
273000,0.086894933
273250,0.049103584
273500,0.023274271
273750,0.036864778
274000,0.048663033
274250,0.165967779
274500,0.136508783
274750,0.074966567
275000,0.049006754
275250,0.092025278
275500,0.089490149
275750,0.083354961
276000,0.092585147
276250,0.079902985
276500,0.023149908
276750,0.051608607
277000,0.056749175
277250,0.178328099
277500,0.044031204
277750,0.090838678
278000,0.045713181
278250,0.062055415
278500,0.091306858
278750,0.058753807
279000,0.017647758
279250,0.070448973
279500,0.089426123
279750,0.130797036
280000,0.082082411
280250,0.052653645
280500,0.01709232
280750,0.073358793
281000,0.108981649
281250,0.068792352
281500,0.057198579
281750,0.112992791
282000,0.133674422
282250,0.095921797
282500,0.085064
282750,0.088614424
283000,0.095092404
283250,0.079403036
283500,0.044768564
283750,0.082409726
284000,0.14369404
284250,0.133213438
284500,0.059534856
284750,0.049284637
285000,0.028567708
285250,0.058367769
285500,0.040169952
285750,0.054370782
286000,0.07250749
286250,0.124954338
286500,0.077845766
286750,0.115800922
287000,0.068571204
287250,0.057221764
287500,0.116681456
287750,0.074650933
288000,0.078205545
288250,0.058282227
288500,0.053953304
288750,0.087099183
289000,0.129651708
289250,0.048266694
289500,0.046779774
289750,0.070446828
290000,0.026943278
290250,0.071396467
290500,0.061298447
290750,0.065145505
291000,0.093738434
291250,0.086575286
291500,0.034096126
291750,0.041942482
292000,0.056356354
292250,0.051498479
292500,0.046184649
292750,0.057507042
293000,0.01622526
293250,0.081609715
293500,0.11592501
293750,0.063624967
294000,0.023309225
294250,0.076345785
294500,0.056113727
294750,0.106226065
295000,0.049205757
295250,0.062997841
295500,0.062259939
295750,0.037640652
296000,0.106822817
296250,0.072220126
296500,0.049934589
296750,0.026274114
297000,0.062638903
297250,0.051081032
297500,0.141325609
297750,0.059541439
298000,0.078252998
298250,0.077969568
298500,0.011283197
298750,0.098985305
299000,0.090058289
299250,0.083255143
299500,0.034772728
299750,0.105764903
300000,0.141251744
300250,0.04989123
300500,0.095364341
300750,0.017316322
301000,0.034369986
301250,0.017854318
301500,0.081905558
301750,0.028329086
302000,0.066022259
302250,0.066492225
302500,0.026464355
302750,0.074604699
303000,0.053056174
303250,0.040497769
303500,0.04422122
303750,0.119486878
304000,0.058009265
304250,0.077605607
304500,0.083744476
304750,0.050883682
305000,0.064567906
305250,0.034293847
305500,0.123720713
305750,0.032327078
306000,0.115738032
306250,0.021298502
306500,0.07253587
306750,0.077804513
307000,0.027924185
307250,0.034514361
307500,0.077271586
307750,0.053295398
308000,0.071697858
308250,0.049556343
308500,0.037770796
308750,0.066399572
309000,0.076730132
309250,0.049683995
309500,0.115934041
309750,0.075248646
310000,0.093046691
310250,0.036645115
310500,0.051123883
310750,0.036474256
311000,0.021776699
311250,0.006103562
311500,0.082450984
311750,0.102947497
312000,0.05618985
312250,0.132449357
312500,0.065757807
312750,0.03529578
313000,0.033064904
313250,0.040163402
313500,0.014471982
313750,0.039822659
314000,0.056108094
314250,0.090028183
314500,0.024418204
314750,0.058564717
315000,0.027231137
315250,0.042264852
315500,0.039897514
315750,0.079132399
316000,0.062055615
316250,0.073559905
316500,0.062390668
316750,0.16775837
317000,0.058162458
317250,0.080573696
317500,0.130893166
317750,0.048854735
318000,0.074796041
318250,0.086691732
318500,0.145626067
318750,0.024675706
319000,0.024687275
319250,0.099053386
319500,0.058847061
319750,0.015479249
320000,0.059233724
320250,0.064345304
320500,0.125913234
320750,0.10881117
321000,0.166417014
321250,0.039526102
321500,0.108616359
321750,0.152375716
322000,0.052998642
322250,0.086698428
322500,0.069494668
322750,0.047057401
323000,0.104460481
323250,0.074037893
323500,0.096421569
323750,0.037836153
324000,0.078571776
324250,0.054812076
324500,0.088936843
324750,0.147890945
325000,0.0996901
325250,0.089996338
325500,0.043830185
325750,0.062691541
326000,0.072365119
326250,0.032478238
326500,0.047211725
326750,0.057115861
327000,0.109791224
327250,0.126831942
327500,0.078565345
327750,0.025924257
328000,0.081789993
328250,0.041494534
328500,0.072475258
328750,0.070798333
329000,0.102219238
329250,0.175660644
329500,0.023986046
329750,0.138863885
330000,0.056551322
330250,0.059097035
330500,0.066494582
330750,0.036323145
331000,0.085044361
331250,0.057723559
331500,0.115340589
331750,0.027876003
332000,0.061056222
332250,0.096725564
332500,0.05696
332750,0.027365086
333000,0.04351723
333250,0.05499328
333500,0.023694281
333750,0.05314701
